JYCSM-WB-001	Baba Biswanath Digital Dreams	Biswajit Das	Gopalpur Bazar,Akuni,Chanditala,712701	Hooghly	West Bengal	All Type Of Computer Courses
JYCSM-WB-131	Jatiya Yuva Computer Shaksharta Mission,Bantra	Supriyo Bar	15/1,Kali Prasad Banerjee 1st Bye Lane,711101	Howrah	West Bengal	All Type Of Computer Courses
JYCSM-WB-133	Jatiya Yuva Computer Shaksharta Mission Shyamsundar	Abhijit Sain	Shyamsundar,713424	Purba Bardhaman	West Bengal	All Type Of Computer Courses
JYCSM-AS-137	eKakshya Institute	Imtiyazur Rahman	Dalgaon,784116	Darrang	Assam	All Type Of Computer Courses
JYCSM-WB-139	Jatiya Yuva Computer Shaksharta Mission,Kapasdanga	Debasish Mitra	2 No.Kapasdanga,Hooghly,712103	Hooghly	West Bengal	All Type Of Computer Courses
JYCSM-WB-142	Rampurhat Jatiya Yuva Computer Shaksharta Mission	Prasenjit Mondal	Rampurhat,Lotus Press More,731224	Birbhum	West Bengal	All Type Of Computer Courses
JYCSM-WB-143	Shaikhpara Jatiya Yuva Computer Shaksharta Mission	Usuf Ali	Shaikhpara,742409	Murshidabad	West Bengal	All Type Of Computer Courses
JYCSM-WB-145	Jatiya Yuva Computer Shaksharta Mission Mathurapur	MD. Alisha	Mathurapur,Master Para,Near UBI Bank,732203	Malda	West Bengal	All Type Of Computer Courses
JYCSM-WB-146	Jatiya Yuva Computer Shaksharta Mission Gangarampur	Tapas Kumar Majumdar	Gangarampur,733124	Dakshin Dinajpur	West Bengal	All Type Of Computer Courses
JYCSM-AS-147	Bhadra Online Solutions	Debajit Bhadra	Bimolapur.Nagahat,Charaipung,785692	Sivasagar	Assam	All Type Of Computer Courses
JYCSM-WB-148	Jatiya Yuva Computer Shaksharta Mission,Cooch Behar	Dipti Poddar	Khagrabari Burirpat,Khagrabari,Cooch Behar,736179	Cooch Behar	West Bengal	All Type Of Computer Courses
JYCSM-WB-149	SWAGOTOM.COM	Parikshit Datta	45,Raja S.C.Mullick Road,Kolkata,Garia,700084	South 24 Parganas	West Bengal	All Type Of Computer Courses
JYCSM-WB-150	Jatiya Yuva Computer Shaksharta Mission,Tantigeria	Tuhin Sarkar	Tantigeria,Near Vidyasagar University,721102	Paschim Medinipur	West Bengal	All Type Of Computer Courses
JYCSM-WB-153	Nachipur Computer Academy	Arup Das	Nachipur,Keshiary,721133	Paschim Medinipur	West Bengal	All Type Of Computer Courses
JYCSM-WB-154	Dorpon Academy	Suman Ghosh	Kalikapur,Kanupat,Udaynarayanpur,711412	Howrah	West Bengal	All Type Of Computer Courses
JYCSM-WB-155	Jatiya Yuva Computer Shaksharta Mission Mankundu	Samit Guha Roy	Chanditala,Mankundu,712139	Hooghly	West Bengal	All Type Of Computer Courses
JYCSM-WB-156	Gopalnagar Jatiya Yuva Computer Shaksharta Mission	Pintu Paitandi	Gopalnagar,Manbazar,723128	Purulia	West Bengal	All Type Of Computer Courses
JYCSM-WB-157	Patuli Jatiya Yuva Computer Shaksharta Mission	Sumanta Halder	Patuli,Purbasthali,713512	Purba Bardhaman	West Bengal	All Type Of Computer Courses
JYCSM-WB-158	Jatiya Yuva Computer Shaksharta Mission,Manikora	Sanjit Pramanik	Manikora(Jajoil),Habibpur,Malda,732122	Malda	West Bengal	All Type Of Computer Courses
JYCSM-WB-161	Baruipur Jatiya Yuva Computer Shaksharta Mission	Eshita Patra & Jahir Sardar	Sajahan Road,3no Word,Baruipur,Kol-144	South 24 Parganas	West Bengal	All Type Of Computer Courses
JYCSM-WB-163	Fort Gloster Jatiya Yuva Computer Centre	Abir Jana	Fort Gloster,Bhasapara,Bauria,711305	Howrah	West Bengal	All Type Of Computer Courses
JYCSM-WB-164	J.P.Computer Learning Center	Satyajit Pati	Machatora,Simlapal	Bankura	West Bengal	All Type Of Computer Courses
JYCSM-WB-167	Mankar Jatiya Yuva Computer Shaksharta Mission	Sumanta Kr Das	Mankar Hattala More,713144	Purba Bardhaman	West Bengal	All Type Of Computer Courses
JYCSM-WB-168	Sandhipur Jatiya Yuva Computer Shaksharta Mission	Tapas Chattopadhyay	Sandhipur,Garbeta,721127	Paschim Medinipur	West Bengal	All Type Of Computer Courses
JYCSM-WB-169	JYCSM Tantipara,Dakshineswar	Sharmila Saha	43/J,Bidyayatan Sarani,Baranagar,Alambazar,700035	North 24 Parganas	West Bengal	All Type Of Computer Courses
JYCSM-WB-170	Jatiya Yuva Computer Shaksharta Mission,Chandipur	Kaustav Mondal	Chandipur,Mertala,Purbasthali,713513	Purba Bardhaman	West Bengal	All Type Of Computer Courses
JYCSM-WB-173	Webflex Consultancy Service Pvt Ltd	Sudip Datta Ray	2ND Floor,Moti Mahal,3No.Ghumti,Jalpaiguri,735101	Jalpaiguri	West Bengal	All Type Of Computer Courses
JYCSM-WB-174	Jatiya Yuva Computer Shaksharta Mission Dobandi	Susovan Roy	Dobandi,Tamluk,721647	Purba Medinipur	West Bengal	All Type Of Computer & University Courses
JYCSM-WB-175	Aiho Jatiya Yuva Computer Shaksharta Mission	Nayan Saha	Aiho,Malda,732121	Malda	West Bengal	All Type Of Computer Courses
JYCSM-WB-180	Success Computer Academy	Lokenath Paul	3 no Madhupaul Lane,Kolkata-700005	Kolkata	West Bengal	All Type Of Computer Courses
JYCSM-WB-181	Jatiya Yuva Computer Shaksharta Mission,Lakshmisagar	Lakshman Ch Sinha Mahapatra	Lakshmisagar,Bajrong Bali More,722160	Bankura	West Bengal	All Type Of Computer Courses
JYCSM-WB-182	Jatiya Yuva Computer Shaksharta Mission,Alipurduar	Subhajit Rauth Chowdhury	Madhob More (Opposite of GAS Office), Newtown Alipurduar, 736121	Alipurduar	West Bengal	All Type Of Computer Courses
JYCSM-WB-189	Infomarg Media Lab	Dilip jana	Panchani ,Taltala Rupasgori, Bagnan,711312	Howrah	West Bengal	All Type Of Computer Courses
JYCSM-WB-190	Jatiya Yuva Computer Shaksharta Mission,KusumGram Bazaar	Sk Kamrul Hoque	Kusumgram,713422	Purba Bardhaman	West Bengal	All Type Of Computer Courses
JYCSM-WB-192	Raina Jatiya Yuva Computer Shaksharta Mission	Rajnarayan Dan	Raina,713421	Purba Bardhaman	West Bengal	All Type Of Computer Courses
JYCSM-WB-194	Jatiya Yuva Computer Shaksharta Mission,Mejhiary	Esha Mallick	Mejhiary,Panjoa,Katwa,713143	Purba Bardhaman	West Bengal	All Type Of Computer Courses
JYCSM-WB-201	Jatiya Yuva Computer Shaksharta Mission Dunlop	Kamalesh Chakraborty & Mousumi Chakraborty	84,PWD Road,Dunlop,700108	North 24 Parganas	West Bengal	All Type Of Computer Courses
JYCSM-WB-205	Kanturka Jatiya Yuva Computer Shaksharta Mission	Sanjit Pramanik	Kanturka,Habibpur,732122	Malda	West Bengal	All Type Of Computer Courses
JYCSM-WB-208	Jatiya Yuva Computer Shaksharta Mission,Teghari	Uday Kumar Kundu	Teghari,Tarakeswar,712410	Hooghly	West Bengal	All Type Of Computer Courses
JYCSM-WB-210	Jamalpur Jatiya Yuva Computer Shaksharta Mission	Padma Kundu	Jamalpur(Jhulantala),713408	Purba Bardhaman	West Bengal	All Type Of Computer Courses
JYCSM-WB-216	Kunor Jatiya Yuva Computer Shaksharta Mission	Bimal Kumar Sarkar	Kunor,Kaliyaganj,733129	Uttar Dinajpur	West Bengal	All Type Of Computer Courses
JYCSM-WB-224	EDIT	Subhankar Ghosh	Kodalia,Bandel,712123	Hooghly	West Bengal	All Type Of Computer Courses
JYCSM-WB-225	Kaliachak Jatiya Yuva Computer Shaksharta Mission	MD Habibur Rahman	Kaliachak,Masterpara,732201	Malda	West Bengal	All Type Of Computer Courses
JYCSM-WB-227	Jatiya Yuva Computer Center,Bhaluka	Gourab Mandal	Bhaluka,732125	Malda	West Bengal	All Type Of Computer Courses
JYCSM-WB-228	Barasat Jatiya Yuva Computer Training Centre	Anshuman Das	Noapara,Arobinda Pally, Vidyasagar Road,Barasat,700124 (Near Barasat 5No. Platform)	North 24 Parganas	West Bengal	All Type Of Computer Courses
JYCSM-WB-229	Lily Foundation Computer Training Institute	Rajesh Patra	125/10/1,Chander Village Road,Haridevpur,Kolkata 700082	Kolkata	West Bengal	All Type Of Computer Courses
JYCSM-WB-230	Jatiya Yuva Computer Shaksharta Mission,Dhiruhaji	Swarup Roy	Dhiruhaji,Bad Sankair,Banial,Tapan,733127	Dakshin Dinajpur	West Bengal	All Type Of Computer Courses
JYCSM-WB-234	JYCSM,Sonachura Bazar	Debabrata Giri	Sonachura Bazar,Nandigram,721646	Purba Medinipur	West Bengal	All Type Of Computer Courses
JYCSM-WB-236	Mathabhanga Jatiya Yuva Computer Shaksharta Mission	Suparna Barman	Near, collage more, R N Road,Mathabhanga,736146	Cooch Behar	West Bengal	All Type Of Computer Courses
JYCSM-WB-238	Jamaldaha Jatiya Yuva Computer Shaksharta Mission	Rupam Dutta	Jamaldaha,Mekhliganj,735303	Cooch Behar	West Bengal	All Type Of Computer Courses
JYCSM-WB-239	Computronix	Shib Sankar Roy	Bakhrahat,Near Bakhrahat Girls School	South 24 Parganas	West Bengal	All Type Of Computer Courses
JYCSM-WB-240	Madhyamgram Jatiya Yuva Computer Shaksharta Mission	SK Kamrul Hoque	Madhyamgram Bazer.713422	Purba Bardhaman	West Bengal	All Type Of Computer Courses
JYCSM-WB-242	Rajnagar Jatiya Yuva Computer Shaksharta Mission	Ujjwal Bera	Rajnagar,721211	Paschim Medinipur	West Bengal	All Type Of Computer Courses
JYCSM-WB-244	Jatiya Yuva Computer Shaksharta Mission,Malda	Biswajit Majumdar	Aambazar(Near Bus Stand),Mokdumpur,English Bazar,732103	Malda	West Bengal	All Type Of Computer Courses
JYCSM-WB-245	Tufanganj Jatiya Yuva Computer Shaksharta Mission	Pratima Saha	Tufanganj,Dharer more,Netaji Athletic club 1st Floor,736160	Cooch Behar	West Bengal	All Type Of Computer Courses
JYCSM-WB-246	Soft-Net Computer Training Centre	Mithu Ata	Hoomgarh,Opposite Side of Hoomgarh Post Office,Goaltore,721157	Paschim Medinipur	West Bengal	All Type Of Computer Courses
JYCSM-WB-248	Jatiya Yuva Computer Shaksharta Mission,Barabelun	Chandan Dutta	Barabelun,Bhatar,713125	Purba Bardhaman	West Bengal	All Type Of Computer Courses
JYCSM-WB-253	Jatiya Yuva Computer Shaksharta Mission,Nayagram	Arup Das	Kharika Mathani,Nayagram,721159	Jhargram	West Bengal	All Type Of Computer Courses
JYCSM-WB-257	Patiram Jatiya Yuva Computer Shaksharta Mission	Arup Mondal	Patiram,Amtala,Balurghat,733133	Dakshin Dinajpur	West Bengal	All Type Of Computer Courses
JYCSM-WB-258	Srishti Academy	Pallab Naskar	Alida,Magrahat,743355	South 24 Parganas	West Bengal	All Type Of Computer Courses
JYCSM-WB-261	Fului Jatiya Yuva Computer Shaksharta Mission	Satyanarayan Sarkar	Fului,Goghat. 712122	Hooghly	West Bengal	All Type Of Computer Courses
JYCSM-AS-263	Jatiya Yuva Computer Shaksharta Mission,Chandighat	Sachin Satnami	Chandighat T.E, Udharbond,788030	Cachar	Assam	All Type Of Computer Courses
JYCSM-AS-264	Jatiya Yuva Computer Shaksharta Mission,Kalaigaon	Golam Nabi Azad	No-2 Singrimari,Kalaigaon,784525	Udalguri	Assam	All Type Of Computer Courses
JYCSM-ML-266	Jatiya Yuva Computer Shaksharta Mission,Rajabala	Amit H Prodhany	Rajabala Selsella Tiniali,794104	West Garo Hills	Meghalaya	All Type Of Computer Courses
JYCSM-WB-267	Jatiya Yuva Computer Shaksharta Mission,Sultanpur	Bhayankar Brahma	Sultanpur,Hat Sultanpur,Khargapur,721149	Paschim Medinipur	West Bengal	All Type Of Computer Courses
JYCSM-WB-271	Jatiya Yuva Computer Shaksharta Mission,Bagdi Para	Dipanwita Bhattacharjee	H.C.Sarkar Road,Bagdi Para,Krishanager,741101	Nadia	West Bengal	All Type Of Computer Courses
JYCSM-AS-272	Bright Infotech computer Institute	Himalay Narzary	No2 Lotamari FV ,Jaleswari,Kachugaon,783350	Kokrajhar	Assam	All Type Of Computer Courses
JYCSM-WB-274	Kopai Jatiya Yuva Computer Shaksharta Mission	Subhendu Ghosh	Kopai,Kadamtala,Bolpur,731204	Birbhum	West Bengal	All Type Of Computer Courses
JYCSM-WB-275	Jatiya Yuva Computer Shaksharta Mission,Jirat	Ranjit Chakraborty	Jirat(Neplarmath),Balagarh,712501	Hooghly	West Bengal	All Type Of Computer Courses
JYCSM-AS-279	Jatiya Yuva Computer Shaksharta Mission,Silchar	Bikramjit Nath	H -34,Vivekananda Road,Near Puja Bari,Silchar,788007	Cachar	Assam	All Type Of Computer Courses
JYCSM-WB-281	Ikeworld Institute	Ashirul Mondal	C1-43/1/24/NEW, Santoshpur Road-1,Bidhangarh,700066,	Kolkata	West Bengal	All Type Of Computer Courses
JYCSM-WB-282	Chaipat Jatiya Yuva Computer Shaksharta Mission	Debabrata Seth	Chaipat,721148	Paschim Medinipur	West Bengal	All Type Of Computer Courses
JYCSM-AS-284	Jatiya Yuva Computer Shaksharta Mission,Kharikhana	Kanhaiya Chauhan	Kharikhana Market,Kharikhana,Lanka,782446	Nagaon	Assam	All Type Of Computer Courses
JYCSM-WB-286	Jatiya Yuva Computer Shaksharta Mission,Jadavpur	SK Jamirul	Jadavpur,Sattore,Panrui,731236	Birbhum	West Bengal	All Type Of Computer Courses
JYCSM-WB-287	Smart Institute of Professional Training (S.I.P.T.)	Subhabrata Kasyapi	133/1,Siraj Mondal Road,Kanchrapara,743145	North 24 Parganas	West Bengal	All Type Of Computer Courses
JYCSM-AS-288	Lifeline Computer Education Centre & Development Society	Rokibul Islam Sheikh	Shalbari Part-1,Lakhipur,783129	Goalpara	Assam	All Type Of Computer Courses
JYCSM-WB-290	Routh Infotech	Debasish Routh	Talbagicha,Kharagpur,721306	Paschim Medinipur	West Bengal	All Type Of Computer Courses
JYCSM-WB-291	Jatiya Yuva Computer Shaksharta Mission,Farakka	Sukanta Mondal	Farakka,Ghoraipara,Srimantapur,742212	Murshidabad	West Bengal	All Type Of Computer Courses
JYCSM-WB-293	Sreepalli Bazar JYCSM	Azad Rahaman	Sreepalli Bazar,Gopalnagar,743262	North 24 Parganas	West Bengal	All Type Of Computer Courses
JYCSM-WB-297	Gourab Educare	Gourab Roy Choudhury	Churipatty,Jiaganj,742123	Murshidabad	West Bengal	All Type Of Computer Courses
JYCSM-WB-298	Muskipur Jatiya Yuva Computer Shaksharta Mission	Gourav Malakar	Muskipur,Baragram,Harirampur,733128	Dakshin Dinajpur	West Bengal	All Type Of Computer Courses
JYCSM-WB-301	Annex Computer Center	Mrinal Kanti Ghosh	Sripur,712612	Hooghly	West Bengal	All Type Of Computer Courses
JYCSM-WB-302	Harinavi Jatiya Yuva Computer Shaksharta Mission	Shibesh Kundu	Harinavi,Sonarpur,Kol-148	South 24 Parganas	West Bengal	All Type Of Computer Courses
JYCSM-WB-304	Jatiya Yuva Computer Shaksharta Mission Kalinagar	Raju Sardar	Kalinagar Hat,Nazat,743442	North 24 Parganas	West Bengal	All Type Of Computer Courses
JYCSM-WB-306	Aranghata Lions Computer Training Centre	Amiya Biswas	Sabdalpur,Purba Aranghata,741501	Nadia	West Bengal	All Type Of Computer Courses
JYCSM-WB-307	Jatiya Yuva Computer Shaksharta Mission Munshirhat	Rajesh Khan	Munshirhat,Kharda Brahmanpara,Near Merry Gold school, Beside Kali Mandir. 711410	Howrah	West Bengal	All Type Of Computer Courses
JYCSM-WB-309	Jatiya Yuva Computer Shaksharta Mission,Namkhana	Anukul Maity	Namkhana,Kakdwip,743357	South 24 Parganas	West Bengal	All Type Of Computer Courses
JYCSM-WB-311	Kadamtala Jatiya Yuva Computer Shaksharta Mission	Tuhina Kolay	166/2,Belilious Road,Kadamtala	Howrah	West Bengal	All Type Of Computer Courses
JYCSM-WB-315	Jatiya Yuva Computer Shaksharta Mission,Malighati	Subhas Pramanik	Malighati,Debra,721211	Paschim Medinipur	West Bengal	All Type Of Computer Courses
JYCSM-WB-316	Global Icon Computer Center	Suman kr. Dhawa	Gopalnagar,Harhariya,Singur,712409	Hooghly	West Bengal	All Type Of Computer Courses
JYCSM-WB-317	Ashoknagar Jatiya Yuva Computer Shaksharta Mission	Bikash Karmakar	Ashoknagar 8no.Kalibari More,743222	North 24 Parganas	West Bengal	All Type Of Computer Courses
JYCSM-WB-318	Paradise Computer Training Centre	Md Ibrahim Molla,Jahangir Mondal & Sabina parvin	Hamadama,Hadipur,Deganga,743424	North 24 Parganas	West Bengal	All Type Of Computer Courses
JYCSM-WB-321	Dhaniakhali Jatiya Yuva Computer Shaksharta Mission	Priya Mukhopadhyay	Madanmohantala,Dhaniakhali,712302	Hooghly	West Bengal	All Type Of Computer Courses
JYCSM-WB-323	Jatiya Yuva Computer Shaksharta Mission,Canning	Sanjib Sardar	K C Garden,Canning,7 No.Dighirpar,743329,	South 24 Parganas	West Bengal	All Type Of Computer Courses
JYCSM-WB-324	Champahati Jatiya Yuva Computer Shaksharta Mission	Sujoy Chakraborty	Champahati,743330	South 24 Parganas	West Bengal	All Type Of Computer Courses
JYCSM-WB-327	Adhikari Online Poriseva	Sujan Adhikari	Teltoka,Satbankura,Garhbeta,721253	Paschim Medinipur	West Bengal	All Type Of Computer Courses
JYCSM-WB-328	Jatiya Yuva Computer Shaksharta Mission,Budbud	Sumanta Kr Das	Budbud, G.T.Road,Opp- Bharat Gas,713403	Purba Bardhaman	West Bengal	All Type Of Computer Courses
JYCSM-WB-329	Ramkrishnapur JYCSM	Rahul Mukherjee	Ramkrishnapur,Near Janakalyan Samity,Barasat,700124	North 24 Parganas	West Bengal	All Type Of Computer Courses
JYCSM-WB-330	Abhirampur Jatiya Yuva Computer Shaksharta Mission	Sumanta Kr. Das	Abhirampur,Gushkara Road,713144	Purba Bardhaman	West Bengal	All Type Of Computer Courses
JYCSM-WB-331	NCLD IT Institute	Sanjay Dolai	Mansuka,Ghatal	Paschim Medinipur	West Bengal	All Type Of Computer Courses
JYCSM-AR-332	Jatiya Yuva Computer Shaksharta Mission,Lekhi Village	Ikramul Hussain	Lekhi village, naharlagun, 791110	Papum Pare	Arunachal Pradesh	All Type Of Computer Courses
JYCSM-WB-333	Jatiya Yuva Computer Shaksharta Mission,Galsi	Sudipta Dey	Galsi,713406	Purba Bardhaman	West Bengal	All Type Of Computer Courses
JYCSM-WB-334	Prastuti Education	Krishna Prasad Sau & Pranabesh Dolai	Basulia,(Near Mahishadal Hospital More),721628	Purba Medinipur	West Bengal	All Type Of Computer Courses
JYCSM-WB-335	Jatiya Yuva Computer Shaksharta Mission,Simultala	Subhadeep Basu	Barasat,Simultala,Srikrishnapur,700124	North 24 Parganas	West Bengal	All Type Of Computer Courses
JYCSM-WB-336	Mua Lipika's Makeup Studio & Academy	Lipika Samanta Sarkar	36/3,Vivekananda Sarani 1,North Rania,Boral,Narendrapur,700154	South 24 Parganas	West Bengal	All Type Of Computer Courses
JYCSM-WB-337	Dhubulia Jatiya Yuva Computer Shaksharta Mission	Nadira Akhter Banu	Dhubulia Battala,Near Railway Station	Nadia	West Bengal	All Type Of Computer Courses
JYCSM-WB-338	Nanoor Jatiya Yuva Computer Shaksharta Mission	Aparna Rani Ghosh	Nanoor,731301	Birbhum	West Bengal	All Type Of Computer Courses
JYCSM-WB-339	Bhadutala Jatiya Yuva Computer Training Institute	Manas Pal	Kalaberya Bhadutala,Salboni,721129	Paschim Medinipur	West Bengal	All Type Of Computer Courses
JYCSM-WB-340	Jatiya Yuva Computer Shaksharta Mission,Panishala	Azruba Parveen	Krishnamuri,Panishala Hat,Raiganj,733134	Uttar Dinajpur	West Bengal	All Type Of Computer Courses
JYCSM-WB-341	Mangalbari Jatiya Yuva Computer Shaksharta Mission	Bipul kr Kundu	Old Malda Road,Mangalbari.	Malda	West Bengal	All Type Of Computer Courses
JYCSM-WB-342	Jatiya Yuva Computer Shaksharta Mission,Hansra	SK Ajharul	Hansra,Panrui,731214	Birbhum	West Bengal	All Type Of Computer Courses
JYCSM-WB-343	Jatiya Yuva Computer Shaksharta Mission,Rajbandh	Sumanta Patar	Rajbandh,Kanksa,Durgapur,713212	Paschim Bardhaman	West Bengal	All Type Of Computer Courses
JYCSM-WB-344	Rise Computer Lab	Sk Nazibul Haque	Jagadishpur,Uluberia,711315	Howrah	West Bengal	All Type Of Computer Courses
JYCSM-WB-345	Jatiya Yuva Computer Shaksharta Mission,Gopinathpur	Hero Mondal	Gopinathpur,Palashipara,741155	Nadia	West Bengal	All Type Of Computer Courses
JYCSM-JHK-346	Jatiya Yuva Computer Shaksharta Mission,Maldiha	Biplab Mondal	Maldiha,Nala Jamtara,815355	Jamtara	Jharkhand	All Type Of Computer Courses
JYCSM-WB-347	Jatiya Yuva Computer Shaksharta Mission,Dogachhi	Sukanta Chakraborti	Dogachhi,Krishnanagar,741102	Nadia	West Bengal	All Type Of Computer Courses
JYCSM-WB-348	Jatiya Yuva Computer Shaksharta Mission,Manirampur	Mrinmoy Pradhan	Manirampur,Doro-Krishnanagar,Sutahata,721635	Purba Medinipur	West Bengal	All Type Of Computer Courses
JYCSM-WB-349	Jatiya Yuva Computer Shaksharta Mission,Raiganj Town	Surajit Mandal	Raiganj,733134	Uttar Dinajpur	West Bengal	All Type Of Computer Courses
JYCSM-WB-350	Anur Jatiya Yuva Computer Shaksharta Mission	Manas Dey	Anur,Goghat	Hooghly	West Bengal	All Type Of Computer Courses
